#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
702                  -          input_alignment      -            4.4e-31  107.6   0.0   5.1e-31  107.4   0.0   1.0   1   0   0   1   1   1   1 -
77289                -          input_alignment      -            4.7e-31  107.6   0.0   6.4e-31  107.1   0.0   1.2   1   0   0   1   1   1   1 -
5311                 -          input_alignment      -            4.7e-31  107.5   0.0   7.2e-31  106.9   0.0   1.2   1   0   0   1   1   1   1 -
17278                -          input_alignment      -            5.4e-31  107.4   0.0     7e-31  107.0   0.0   1.1   1   0   0   1   1   1   1 -
76775                -          input_alignment      -            5.6e-31  107.3   8.2   6.1e-31  107.2   8.2   1.0   1   0   0   1   1   1   1 -
6808                 -          input_alignment      -            7.4e-31  106.9   0.0   1.1e-30  106.4   0.0   1.1   1   0   0   1   1   1   1 -
78820                -          input_alignment      -            8.3e-31  106.7   0.0   1.1e-30  106.4   0.0   1.1   1   0   0   1   1   1   1 -
77305                -          input_alignment      -              9e-31  106.6   3.1     1e-30  106.4   3.1   1.1   1   0   0   1   1   1   1 -
6204                 -          input_alignment      -            9.1e-31  106.6   1.0   1.1e-30  106.3   1.0   1.1   1   0   0   1   1   1   1 -
73106                -          input_alignment      -            9.2e-31  106.6   0.0   1.2e-30  106.2   0.0   1.2   1   0   0   1   1   1   1 -
79573                -          input_alignment      -            1.6e-30  105.8   9.7   1.3e-28   99.5   2.6   2.0   1   1   1   2   2   2   2 -
79307                -          input_alignment      -            1.7e-30  105.7   0.0     2e-30  105.5   0.0   1.0   1   0   0   1   1   1   1 -
1108                 -          input_alignment      -            3.3e-30  104.7   0.0   3.6e-30  104.6   0.0   1.0   1   0   0   1   1   1   1 -
83674                -          input_alignment      -            3.7e-30  104.6   0.0     6e-30  103.9   0.0   1.2   1   0   0   1   1   1   1 -
72564                -          input_alignment      -            3.8e-30  104.6   0.7   4.2e-30  104.4   0.7   1.0   1   0   0   1   1   1   1 -
71640                -          input_alignment      -            4.5e-30  104.3   0.4   4.9e-30  104.2   0.4   1.0   1   0   0   1   1   1   1 -
78083                -          input_alignment      -            5.1e-30  104.1   0.0   5.7e-30  104.0   0.0   1.0   1   0   0   1   1   1   1 -
11399                -          input_alignment      -            6.1e-30  103.9   0.0   1.6e-29  102.5   0.0   1.6   2   0   0   2   2   1   1 -
6339                 -          input_alignment      -              8e-30  103.5   0.0   2.3e-19   68.9   0.0   2.0   2   0   0   2   2   2   2 -
82003                -          input_alignment      -            1.1e-29  103.1   0.0   5.3e-25   87.5   0.0   2.5   2   1   1   3   3   2   2 -
7935                 -          input_alignment      -            1.2e-29  102.9   0.0   1.3e-29  102.8   0.0   1.0   1   0   0   1   1   1   1 -
9073                 -          input_alignment      -            1.2e-29  102.8   0.0   1.4e-29  102.7   0.0   1.0   1   0   0   1   1   1   1 -
15951                -          input_alignment      -            1.5e-29  102.6   0.0   2.1e-29  102.1   0.0   1.1   1   0   0   1   1   1   1 -
11807                -          input_alignment      -            1.5e-29  102.5   9.4   1.8e-29  102.4   9.4   1.0   1   0   0   1   1   1   1 -
11965                -          input_alignment      -            2.2e-29  102.0   0.0   2.4e-29  101.9   0.0   1.0   1   0   0   1   1   1   1 -
542                  -          input_alignment      -            2.2e-29  102.0   7.1     3e-29  101.6   7.1   1.2   1   0   0   1   1   1   1 -
6601                 -          input_alignment      -            2.6e-29  101.8   0.0   3.4e-29  101.4   0.0   1.0   1   0   0   1   1   1   1 -
11869                -          input_alignment      -              3e-29  101.6   0.0   3.3e-29  101.4   0.0   1.0   1   0   0   1   1   1   1 -
75510                -          input_alignment      -            4.5e-29  101.0   6.8   1.2e-15   56.6   0.8   1.6   1   1   0   1   1   1   1 -
1547                 -          input_alignment      -            6.3e-29  100.5   2.9   3.2e-27   94.9   2.9   2.0   1   1   0   1   1   1   1 -
78872                -          input_alignment      -            6.6e-29  100.4   4.0   6.6e-29  100.4   4.0   1.8   2   0   0   2   2   2   1 -
6730                 -          input_alignment      -            7.7e-29  100.2   5.9   8.5e-29  100.1   5.9   1.0   1   0   0   1   1   1   1 -
1667                 -          input_alignment      -            8.1e-29  100.2   1.0   9.9e-29   99.9   1.0   1.0   1   0   0   1   1   1   1 -
17746                -          input_alignment      -            1.2e-28   99.6   0.0   1.5e-28   99.3   0.0   1.0   1   0   0   1   1   1   1 -
72065                -          input_alignment      -            1.2e-28   99.5   2.0   1.3e-28   99.4   2.0   1.0   1   0   0   1   1   1   1 -
78853                -          input_alignment      -            1.3e-28   99.5   4.3   9.4e-19   66.8   1.9   2.0   1   1   1   2   2   2   2 -
12168                -          input_alignment      -            2.2e-28   98.7   4.8   2.4e-28   98.6   4.8   1.0   1   0   0   1   1   1   1 -
9116                 -          input_alignment      -            2.6e-28   98.5   0.1     2e-13   49.2   0.3   2.1   2   0   0   2   2   2   2 -
83821                -          input_alignment      -            3.1e-28   98.2   4.2   5.7e-18   64.2   5.5   2.2   2   0   0   2   2   2   2 -
72336                -          input_alignment      -            5.6e-28   97.4   0.0   6.1e-28   97.2   0.0   1.0   1   0   0   1   1   1   1 -
16207                -          input_alignment      -              8e-28   96.9   0.1   8.9e-28   96.7   0.1   1.0   1   0   0   1   1   1   1 -
11093                -          input_alignment      -            8.6e-28   96.8   0.0   1.2e-27   96.3   0.0   1.2   1   0   0   1   1   1   1 -
8251                 -          input_alignment      -            9.9e-28   96.5   3.9   1.1e-27   96.4   3.9   1.0   1   0   0   1   1   1   1 -
78588                -          input_alignment      -              1e-27   96.5   0.0   1.1e-27   96.4   0.0   1.0   1   0   0   1   1   1   1 -
78379                -          input_alignment      -            1.1e-27   96.5   3.0   1.4e-26   92.8   0.7   2.3   2   1   0   2   2   1   1 -
18014                -          input_alignment      -            1.3e-27   96.1   0.0   1.8e-27   95.7   0.0   1.0   1   0   0   1   1   1   1 -
10895                -          input_alignment      -            1.6e-27   95.8  11.1   4.5e-24   84.4   4.2   2.0   1   1   1   2   2   2   2 -
9640                 -          input_alignment      -            3.3e-27   94.8   2.8   3.4e-23   81.5   2.0   2.1   1   1   1   2   2   2   2 -
17454                -          input_alignment      -            3.5e-27   94.8   0.0   6.1e-27   93.9   0.0   1.3   1   0   0   1   1   1   1 -
73320                -          input_alignment      -            4.3e-27   94.4   8.9   4.6e-27   94.3   8.9   1.0   1   0   0   1   1   1   1 -
5630                 -          input_alignment      -            4.6e-27   94.3  15.3   7.2e-14   50.7   1.0   2.9   1   1   0   2   2   2   2 -
7561                 -          input_alignment      -            5.6e-27   94.0   0.0   6.5e-27   93.9   0.0   1.0   1   0   0   1   1   1   1 -
5631                 -          input_alignment      -              6e-27   94.0  15.4   7.6e-23   80.4   9.6   2.9   1   1   1   2   2   2   2 -
14964                -          input_alignment      -            7.5e-27   93.6   0.0   9.3e-27   93.3   0.0   1.0   1   0   0   1   1   1   1 -
9560                 -          input_alignment      -            8.2e-27   93.5   5.6   9.4e-27   93.3   5.6   1.0   1   0   0   1   1   1   1 -
548                  -          input_alignment      -              1e-26   93.2   5.4   4.8e-24   84.3   2.6   2.1   1   1   1   2   2   2   2 -
13409                -          input_alignment      -            1.2e-26   93.0   3.9   1.3e-26   92.9   3.9   1.0   1   0   0   1   1   1   1 -
73795                -          input_alignment      -            1.4e-26   92.8   5.7   1.5e-26   92.7   5.7   1.0   1   0   0   1   1   1   1 -
12331                -          input_alignment      -            1.4e-26   92.7   0.0   1.7e-26   92.5   0.0   1.0   1   0   0   1   1   1   1 -
161                  -          input_alignment      -            1.5e-26   92.6   8.3   1.7e-26   92.5   8.3   1.0   1   0   0   1   1   1   1 -
7382                 -          input_alignment      -              2e-26   92.3   0.1   9.5e-26   90.0   0.1   1.8   1   1   0   1   1   1   1 -
6802                 -          input_alignment      -              3e-26   91.6   0.0   3.3e-26   91.5   0.0   1.0   1   0   0   1   1   1   1 -
14075                -          input_alignment      -            3.4e-26   91.5   0.0   5.9e-26   90.7   0.0   1.3   1   1   0   1   1   1   1 -
381                  -          input_alignment      -            3.6e-26   91.4   2.4   3.8e-26   91.3   2.4   1.0   1   0   0   1   1   1   1 -
71967                -          input_alignment      -            5.4e-26   90.8   2.3   5.8e-26   90.7   2.3   1.0   1   0   0   1   1   1   1 -
70559                -          input_alignment      -            5.5e-26   90.8   4.0     6e-26   90.7   4.0   1.0   1   0   0   1   1   1   1 -
76848                -          input_alignment      -            6.8e-26   90.5   0.1   7.9e-26   90.3   0.1   1.0   1   0   0   1   1   1   1 -
11593                -          input_alignment      -            8.2e-26   90.2   4.3   1.5e-25   89.3   4.3   1.4   1   1   0   1   1   1   1 -
70200                -          input_alignment      -            8.4e-26   90.2   0.8   1.7e-25   89.2   0.8   1.5   1   1   0   1   1   1   1 -
8848                 -          input_alignment      -            8.6e-26   90.1   0.0   1.1e-25   89.7   0.0   1.1   1   0   0   1   1   1   1 -
10911                -          input_alignment      -            1.1e-25   89.7  16.3   3.8e-19   68.1   2.0   3.0   1   1   2   3   3   3   3 -
73301                -          input_alignment      -            1.3e-25   89.6   7.6   1.4e-25   89.4   7.6   1.0   1   0   0   1   1   1   1 -
2316                 -          input_alignment      -            1.4e-25   89.4   3.7   1.4e-25   89.4   3.7   1.0   1   0   0   1   1   1   1 -
5919                 -          input_alignment      -            2.4e-25   88.6   0.0   3.2e-25   88.3   0.0   1.0   1   0   0   1   1   1   1 -
6340                 -          input_alignment      -            2.7e-25   88.5   0.1     3e-25   88.4   0.1   1.0   1   0   0   1   1   1   1 -
76001                -          input_alignment      -            3.2e-25   88.2   0.1   3.5e-25   88.1   0.1   1.0   1   0   0   1   1   1   1 -
3817                 -          input_alignment      -              5e-25   87.6   4.1   6.4e-25   87.3   4.1   1.0   1   0   0   1   1   1   1 -
3837                 -          input_alignment      -            5.8e-25   87.4   1.1   2.2e-24   85.5   1.1   1.8   1   1   0   1   1   1   1 -
83227                -          input_alignment      -            6.2e-25   87.3   0.0   9.6e-25   86.7   0.0   1.2   1   0   0   1   1   1   1 -
10637                -          input_alignment      -            6.6e-25   87.2   0.0   7.7e-25   87.0   0.0   1.0   1   0   0   1   1   1   1 -
74568                -          input_alignment      -            6.9e-25   87.1   2.1   9.8e-25   86.6   2.1   1.2   1   0   0   1   1   1   1 -
3098                 -          input_alignment      -            7.5e-25   87.0   0.0   8.5e-25   86.8   0.0   1.0   1   0   0   1   1   1   1 -
8139                 -          input_alignment      -            7.6e-25   87.0   0.1   1.3e-24   86.2   0.0   1.3   2   0   0   2   2   1   1 -
69129                -          input_alignment      -              8e-25   86.9   0.5   8.7e-25   86.8   0.5   1.0   1   0   0   1   1   1   1 -
81780                -          input_alignment      -            9.9e-25   86.6   0.0   1.3e-24   86.2   0.0   1.1   1   0   0   1   1   1   1 -
6206                 -          input_alignment      -            1.1e-24   86.5   0.0   1.3e-24   86.3   0.0   1.0   1   0   0   1   1   1   1 -
78651                -          input_alignment      -            1.9e-24   85.7   0.0   2.2e-24   85.4   0.0   1.0   1   0   0   1   1   1   1 -
6557                 -          input_alignment      -              2e-24   85.6   8.0   1.8e-15   55.9   1.2   1.8   1   1   1   2   2   2   2 -
5344                 -          input_alignment      -            2.6e-24   85.2   0.0   4.2e-24   84.5   0.0   1.2   1   0   0   1   1   1   1 -
80262                -          input_alignment      -            3.7e-24   84.7   9.1   6.7e-24   83.9   9.1   1.4   1   0   0   1   1   1   1 -
1359                 -          input_alignment      -            3.9e-24   84.6   0.0   4.7e-24   84.4   0.0   1.1   1   0   0   1   1   1   1 -
82901                -          input_alignment      -            5.2e-24   84.2   0.0   7.5e-24   83.7   0.0   1.2   1   0   0   1   1   1   1 -
9445                 -          input_alignment      -              6e-24   84.0   2.6   7.7e-24   83.7   2.6   1.0   1   0   0   1   1   1   1 -
76907                -          input_alignment      -            6.1e-24   84.0   0.0   8.2e-24   83.6   0.0   1.1   1   0   0   1   1   1   1 -
12884                -          input_alignment      -            6.2e-24   84.0   0.0   6.8e-24   83.9   0.0   1.0   1   0   0   1   1   1   1 -
6389                 -          input_alignment      -            6.7e-24   83.9   7.7   8.2e-14   50.5   1.4   2.1   1   1   1   2   2   2   2 -
75379                -          input_alignment      -            7.4e-24   83.7   1.0     8e-24   83.6   1.0   1.0   1   0   0   1   1   1   1 -
83225                -          input_alignment      -              9e-24   83.5   0.0   1.3e-23   82.9   0.0   1.2   1   0   0   1   1   1   1 -
8336                 -          input_alignment      -            9.1e-24   83.4   0.0     1e-23   83.2   0.0   1.0   1   0   0   1   1   1   1 -
76376                -          input_alignment      -            9.2e-24   83.4   0.0   9.9e-24   83.3   0.0   1.0   1   0   0   1   1   1   1 -
17471                -          input_alignment      -            9.4e-24   83.4   0.0   1.7e-23   82.6   0.0   1.4   1   0   0   1   1   1   1 -
1466                 -          input_alignment      -            1.1e-23   83.2   0.0   1.3e-23   83.0   0.0   1.0   1   0   0   1   1   1   1 -
73534                -          input_alignment      -            1.5e-23   82.7   6.3   1.6e-23   82.6   6.3   1.1   1   0   0   1   1   1   1 -
9561                 -          input_alignment      -            1.6e-23   82.6   2.6   1.8e-23   82.5   2.6   1.1   1   0   0   1   1   1   1 -
17276                -          input_alignment      -            1.9e-23   82.3   0.0   2.8e-23   81.8   0.0   1.1   1   0   0   1   1   1   1 -
82251                -          input_alignment      -            2.5e-23   82.0   0.0   4.1e-20   71.3   0.0   2.5   1   1   1   2   2   2   1 -
15450                -          input_alignment      -            3.1e-23   81.7   1.1   3.7e-23   81.4   1.1   1.0   1   0   0   1   1   1   1 -
13231                -          input_alignment      -            5.5e-23   80.8  24.8   5.5e-14   51.1   8.0   2.3   1   1   1   2   2   2   2 -
11871                -          input_alignment      -            8.4e-23   80.2   0.0   1.4e-22   79.5   0.0   1.2   1   0   0   1   1   1   1 -
11872                -          input_alignment      -            8.4e-23   80.2   0.0   1.4e-22   79.5   0.0   1.2   1   0   0   1   1   1   1 -
5299                 -          input_alignment      -              1e-22   80.0   1.7   1.2e-22   79.8   1.7   1.0   1   0   0   1   1   1   1 -
71059                -          input_alignment      -            1.1e-22   79.9   1.8   1.1e-22   79.8   1.8   1.0   1   0   0   1   1   1   1 -
12186                -          input_alignment      -            1.6e-22   79.3   0.0   1.7e-22   79.2   0.0   1.0   1   0   0   1   1   1   1 -
12416                -          input_alignment      -            1.7e-22   79.2   0.1   1.8e-22   79.1   0.1   1.0   1   0   0   1   1   1   1 -
77879                -          input_alignment      -            1.9e-22   79.0   0.0   2.1e-22   78.9   0.0   1.0   1   0   0   1   1   1   1 -
149                  -          input_alignment      -            3.1e-22   78.4   8.2   1.2e-11   43.3   2.4   1.7   1   1   1   2   2   2   2 -
6289                 -          input_alignment      -            3.9e-22   78.0   0.1   5.3e-22   77.6   0.1   1.0   1   0   0   1   1   1   1 -
6290                 -          input_alignment      -            3.9e-22   78.0   0.1   5.3e-22   77.6   0.1   1.0   1   0   0   1   1   1   1 -
76195                -          input_alignment      -            4.8e-22   77.7   0.0   5.6e-22   77.5   0.0   1.0   1   0   0   1   1   1   1 -
79049                -          input_alignment      -            5.7e-22   77.5   0.0   6.2e-22   77.4   0.0   1.0   1   0   0   1   1   1   1 -
14433                -          input_alignment      -              6e-22   77.4   0.3     8e-22   77.0   0.3   1.1   1   0   0   1   1   1   1 -
83773                -          input_alignment      -            6.1e-22   77.4   0.0   8.4e-22   76.9   0.0   1.1   1   0   0   1   1   1   1 -
14432                -          input_alignment      -            8.4e-22   76.9   0.3   1.1e-21   76.5   0.3   1.0   1   0   0   1   1   1   1 -
81312                -          input_alignment      -            1.1e-21   76.5   0.0   1.4e-21   76.2   0.0   1.1   1   0   0   1   1   1   1 -
83702                -          input_alignment      -            1.1e-21   76.5   0.0   1.6e-21   76.0   0.0   1.1   1   0   0   1   1   1   1 -
75032                -          input_alignment      -            1.4e-21   76.2   0.4   1.5e-21   76.1   0.4   1.0   1   0   0   1   1   1   1 -
10631                -          input_alignment      -            1.4e-21   76.2   8.3   2.2e-21   75.5   8.3   1.4   1   1   0   1   1   1   1 -
8962                 -          input_alignment      -            1.5e-21   76.1   0.1     2e-21   75.7   0.1   1.1   1   0   0   1   1   1   1 -
78337                -          input_alignment      -            1.5e-21   76.1   0.0   1.8e-21   75.8   0.0   1.0   1   0   0   1   1   1   1 -
16507                -          input_alignment      -            1.6e-21   76.0   0.1   2.4e-21   75.4   0.1   1.1   1   0   0   1   1   1   1 -
547                  -          input_alignment      -            1.6e-21   76.0   3.1   2.1e-21   75.6   3.1   1.2   1   0   0   1   1   1   1 -
78367                -          input_alignment      -            1.7e-21   75.9   0.9   1.8e-21   75.8   0.9   1.0   1   0   0   1   1   1   1 -
15945                -          input_alignment      -            1.9e-21   75.7   0.0   2.8e-21   75.2   0.0   1.1   1   0   0   1   1   1   1 -
73034                -          input_alignment      -              2e-21   75.7   3.6   2.2e-21   75.5   3.6   1.0   1   0   0   1   1   1   1 -
72315                -          input_alignment      -            2.1e-21   75.6   0.0   2.6e-21   75.3   0.0   1.1   1   0   0   1   1   1   1 -
70028                -          input_alignment      -            2.8e-21   75.2   1.4     3e-21   75.1   1.4   1.0   1   0   0   1   1   1   1 -
75595                -          input_alignment      -            2.8e-21   75.2   2.8   3.2e-21   75.0   2.8   1.0   1   0   0   1   1   1   1 -
69228                -          input_alignment      -            3.1e-21   75.0   1.0   3.7e-21   74.8   1.0   1.0   1   0   0   1   1   1   1 -
5853                 -          input_alignment      -            5.4e-21   74.3   3.9   1.1e-10   40.1   0.2   1.9   1   1   1   2   2   2   2 -
16672                -          input_alignment      -            7.1e-21   73.9   0.0   9.4e-21   73.5   0.0   1.0   1   0   0   1   1   1   1 -
76560                -          input_alignment      -            7.1e-21   73.9  20.0   7.4e-15   53.9  10.2   2.0   1   1   1   2   2   2   2 -
81319                -          input_alignment      -            7.6e-21   73.8  11.0   1.2e-19   69.8  11.1   1.9   1   1   0   1   1   1   1 -
68669                -          input_alignment      -            8.2e-21   73.7   3.3   8.9e-21   73.5   3.3   1.0   1   0   0   1   1   1   1 -
68757                -          input_alignment      -            8.5e-21   73.6   4.0   9.3e-21   73.5   4.0   1.0   1   0   0   1   1   1   1 -
73337                -          input_alignment      -              1e-20   73.4   0.0   1.1e-20   73.2   0.0   1.0   1   0   0   1   1   1   1 -
65                   -          input_alignment      -              1e-20   73.3   6.2   1.1e-18   66.7   1.4   2.1   1   1   0   2   2   2   1 -
3020                 -          input_alignment      -            1.1e-20   73.2   4.8   3.6e-14   51.7   4.3   2.2   1   1   1   2   2   2   2 -
13786                -          input_alignment      -            1.3e-20   73.0   5.3   1.6e-20   72.7   5.3   1.0   1   0   0   1   1   1   1 -
76269                -          input_alignment      -            1.3e-20   73.0   0.0   1.5e-20   72.8   0.0   1.0   1   0   0   1   1   1   1 -
2826                 -          input_alignment      -            1.3e-20   73.0   9.3   1.5e-11   43.0   1.4   2.0   1   1   1   2   2   2   2 -
13929                -          input_alignment      -            1.7e-20   72.6   0.0   2.3e-20   72.2   0.0   1.1   1   0   0   1   1   1   1 -
80979                -          input_alignment      -            1.8e-20   72.5   5.0   2.4e-20   72.1   5.0   1.2   1   0   0   1   1   1   1 -
229                  -          input_alignment      -            1.8e-20   72.5   4.1   1.7e-17   62.7   0.4   2.0   1   1   1   2   2   2   2 -
8924                 -          input_alignment      -            1.9e-20   72.4   0.1   2.6e-20   72.0   0.1   1.0   1   0   0   1   1   1   1 -
80753                -          input_alignment      -            1.9e-20   72.4   7.1   1.2e-11   43.4   1.2   3.1   1   1   2   3   3   3   2 -
6606                 -          input_alignment      -            2.3e-20   72.2  12.8   2.7e-17   62.0   6.5   2.1   1   1   0   2   2   2   2 -
1832                 -          input_alignment      -            3.5e-20   71.6   0.5   3.8e-20   71.5   0.5   1.0   1   0   0   1   1   1   1 -
70580                -          input_alignment      -            3.6e-20   71.5   0.0   3.9e-20   71.4   0.0   1.0   1   0   0   1   1   1   1 -
9937                 -          input_alignment      -            3.9e-20   71.4  10.9   5.6e-17   61.0   3.4   2.0   1   1   1   2   2   2   2 -
1561                 -          input_alignment      -            4.6e-20   71.2   0.2   4.9e-20   71.1   0.2   1.0   1   0   0   1   1   1   1 -
69461                -          input_alignment      -            4.7e-20   71.1   1.7   5.2e-20   71.0   1.7   1.0   1   0   0   1   1   1   1 -
6923                 -          input_alignment      -            5.5e-20   70.9   0.3   1.4e-19   69.5   0.0   1.6   2   0   0   2   2   1   1 -
79647                -          input_alignment      -            6.1e-20   70.8   0.0   6.9e-20   70.6   0.0   1.0   1   0   0   1   1   1   1 -
12646                -          input_alignment      -            6.5e-20   70.7   0.1   7.1e-20   70.5   0.1   1.0   1   0   0   1   1   1   1 -
10227                -          input_alignment      -            6.6e-20   70.7  14.0   4.7e-19   67.8  14.0   1.8   1   1   0   1   1   1   1 -
83704                -          input_alignment      -            7.5e-20   70.5   0.1   2.1e-19   69.0   0.1   1.6   1   1   0   1   1   1   1 -
16428                -          input_alignment      -            7.6e-20   70.5   0.0   1.5e-19   69.5   0.0   1.4   2   0   0   2   2   1   1 -
10764                -          input_alignment      -            7.8e-20   70.4  10.9   1.1e-19   70.0  10.9   1.1   1   0   0   1   1   1   1 -
1564                 -          input_alignment      -              1e-19   70.0   0.3   1.1e-19   69.9   0.3   1.0   1   0   0   1   1   1   1 -
74825                -          input_alignment      -            1.1e-19   70.0   1.1   1.4e-19   69.6   1.1   1.2   1   0   0   1   1   1   1 -
9446                 -          input_alignment      -            1.1e-19   69.9   0.9   5.8e-19   67.5   0.9   1.8   1   1   0   1   1   1   1 -
6925                 -          input_alignment      -            1.1e-19   69.9   0.2   2.5e-19   68.7   0.0   1.5   2   0   0   2   2   1   1 -
77786                -          input_alignment      -            1.1e-19   69.9   0.0   1.3e-19   69.7   0.0   1.0   1   0   0   1   1   1   1 -
7990                 -          input_alignment      -            1.9e-19   69.2   5.3   3.7e-17   61.6   1.8   2.1   1   1   1   2   2   2   2 -
80106                -          input_alignment      -            1.9e-19   69.1   0.0   2.5e-19   68.7   0.0   1.0   1   0   0   1   1   1   1 -
83753                -          input_alignment      -            2.3e-19   68.9   0.0     3e-19   68.5   0.0   1.1   1   0   0   1   1   1   1 -
1562                 -          input_alignment      -            2.4e-19   68.8   0.0   2.6e-19   68.7   0.0   1.0   1   0   0   1   1   1   1 -
72267                -          input_alignment      -              3e-19   68.5   2.8   3.6e-19   68.2   2.8   1.1   1   0   0   1   1   1   1 -
73818                -          input_alignment      -            3.4e-19   68.3   4.4     3e-09   35.4   0.1   2.0   1   1   1   2   2   2   2 -
16298                -          input_alignment      -            4.8e-19   67.8   0.1   5.1e-19   67.7   0.1   1.0   1   0   0   1   1   1   1 -
69253                -          input_alignment      -            4.9e-19   67.8   0.4   5.3e-19   67.7   0.4   1.0   1   0   0   1   1   1   1 -
77464                -          input_alignment      -            5.2e-19   67.7   0.0   5.6e-19   67.6   0.0   1.0   1   0   0   1   1   1   1 -
6254                 -          input_alignment      -            5.2e-19   67.7   0.0   7.5e-19   67.2   0.0   1.1   1   0   0   1   1   1   1 -
10886                -          input_alignment      -            5.3e-19   67.7   0.0   6.2e-19   67.4   0.0   1.0   1   0   0   1   1   1   1 -
11907                -          input_alignment      -            6.3e-19   67.4   0.0   6.5e-19   67.4   0.0   1.0   1   0   0   1   1   1   1 -
10237                -          input_alignment      -            1.1e-18   66.7   0.0   1.4e-18   66.3   0.0   1.1   1   0   0   1   1   1   1 -
6803                 -          input_alignment      -            1.1e-18   66.6   0.0   1.3e-18   66.4   0.0   1.0   1   0   0   1   1   1   1 -
160                  -          input_alignment      -            1.1e-18   66.6   3.8   1.2e-18   66.5   3.8   1.0   1   0   0   1   1   1   1 -
67                   -          input_alignment      -            1.2e-18   66.5  12.6   8.7e-16   57.0   6.2   2.0   1   1   1   2   2   2   2 -
80984                -          input_alignment      -            1.2e-18   66.5   0.0   1.6e-18   66.0   0.0   1.0   1   0   0   1   1   1   1 -
77530                -          input_alignment      -            1.3e-18   66.3   0.0   1.4e-18   66.2   0.0   1.0   1   0   0   1   1   1   1 -
3546                 -          input_alignment      -            1.5e-18   66.1   4.3   1.9e-18   65.9   4.3   1.1   1   0   0   1   1   1   1 -
77539                -          input_alignment      -            1.5e-18   66.1   0.0   1.8e-18   65.9   0.0   1.0   1   0   0   1   1   1   1 -
11454                -          input_alignment      -            1.9e-18   65.9   0.0   2.2e-18   65.6   0.0   1.0   1   0   0   1   1   1   1 -
15731                -          input_alignment      -              2e-18   65.8   0.0   2.6e-18   65.4   0.0   1.1   1   0   0   1   1   1   1 -
3775                 -          input_alignment      -            2.4e-18   65.5   5.9   1.4e-12   46.4   0.6   2.1   1   1   1   2   2   2   2 -
3776                 -          input_alignment      -            2.4e-18   65.5   5.9   1.4e-12   46.4   0.6   2.1   1   1   1   2   2   2   2 -
12076                -          input_alignment      -              4e-18   64.7  13.1   4.3e-15   54.7   3.3   3.5   1   1   3   4   4   4   2 -
66                   -          input_alignment      -            4.3e-18   64.6   4.3   9.9e-18   63.4   4.3   1.5   1   1   0   1   1   1   1 -
4011                 -          input_alignment      -            4.6e-18   64.6   7.1   5.4e-17   61.0   7.1   1.9   1   1   0   1   1   1   1 -
70801                -          input_alignment      -            5.4e-18   64.3   6.4     6e-18   64.2   6.4   1.0   1   0   0   1   1   1   1 -
5018                 -          input_alignment      -            5.6e-18   64.3   8.2   8.6e-18   63.7   8.2   1.2   1   0   0   1   1   1   1 -
12235                -          input_alignment      -            6.7e-18   64.0   0.3   7.5e-18   63.9   0.3   1.0   1   0   0   1   1   1   1 -
78485                -          input_alignment      -            6.9e-18   64.0   0.0   8.1e-18   63.7   0.0   1.0   1   0   0   1   1   1   1 -
12190                -          input_alignment      -            1.1e-17   63.2   0.0   1.3e-17   63.1   0.0   1.1   1   0   0   1   1   1   1 -
3838                 -          input_alignment      -            1.1e-17   63.2   0.1   1.8e-17   62.6   0.1   1.4   1   1   0   1   1   1   1 -
83609                -          input_alignment      -            1.3e-17   63.1   0.0   1.8e-17   62.6   0.0   1.1   1   0   0   1   1   1   1 -
159                  -          input_alignment      -            1.4e-17   62.9   2.8   1.5e-17   62.8   2.8   1.0   1   0   0   1   1   1   1 -
69257                -          input_alignment      -            2.7e-17   62.0   0.2     3e-17   61.9   0.2   1.0   1   0   0   1   1   1   1 -
15990                -          input_alignment      -            3.1e-17   61.8   1.2   1.1e-07   30.2   0.0   2.9   1   1   2   3   3   3   2 -
3080                 -          input_alignment      -            3.4e-17   61.7   0.0   3.8e-17   61.5   0.0   1.0   1   0   0   1   1   1   1 -
13765                -          input_alignment      -            4.3e-17   61.4  15.1   2.2e-15   55.7  12.8   2.0   2   0   0   2   2   2   1 -
74150                -          input_alignment      -            4.3e-17   61.3   1.0   1.3e-16   59.7   1.0   1.6   1   1   0   1   1   1   1 -
14081                -          input_alignment      -            4.4e-17   61.3   4.4   5.3e-17   61.0   4.4   1.0   1   0   0   1   1   1   1 -
9355                 -          input_alignment      -            4.5e-17   61.3   0.1   6.8e-17   60.7   0.1   1.1   1   0   0   1   1   1   1 -
7816                 -          input_alignment      -            5.6e-17   61.0   0.6   6.6e-17   60.7   0.6   1.0   1   0   0   1   1   1   1 -
13259                -          input_alignment      -            5.8e-17   60.9   7.0   1.4e-16   59.7   5.8   1.8   1   1   0   1   1   1   1 -
8965                 -          input_alignment      -            7.8e-17   60.5   0.2     1e-16   60.1   0.2   1.1   1   0   0   1   1   1   1 -
83036                -          input_alignment      -              8e-17   60.5   0.3   1.1e-16   59.9   0.3   1.1   1   0   0   1   1   1   1 -
69994                -          input_alignment      -            8.1e-17   60.4   0.9   9.1e-17   60.3   0.9   1.0   1   0   0   1   1   1   1 -
